title,description,directions
TITLE:  MARGARITA,"DESCRIPTION: Serve these up at your next block party. No permit needed.

2 ounces sour mix
Splash lime juice
Splash orange juice
Salt","DIRECTIONS:  Pour sour mix and juices into a blender with ice.
 Blend until smooth.
 Serve in a salt-rimmed margarita glass.
 Garnish with a lime wedge."
TITLE:  MISSIONARY,"DESCRIPTION: Drink this while trying to convert the locals.

2 ounces pineapple juice
1 ounce sugar syrup
1 ounce sour mix","DIRECTIONS:  Fill cocktail shaker with ice.
 Add pineapple juice, sugar syrup, and sour mix.
 Stir.
 Strain into a cocktail glass.
 Garnish with a pineapple wedge."
TITLE:  MONTEGO BAY ,"DESCRIPTION: Hey, mon, drink as much as you like.

2 ounces orange juice
2 ounces sour mix
Splash grenadine 
Splash club soda","DIRECTIONS:  Fill cocktail shaker with ice.
 Add orange juice, sour mix, and grenadine.
 Shake.
 Strain into an old-fashioned glass.
 Top with club soda.
 Garnish with a cherry."
TITLE:  ORANGEADE,"DESCRIPTION: Time for all good drinks to come to the “ade” of their mixer.

One part orange juice
One part soda
Splash sugar syrup","DIRECTIONS:  Pour juice and soda into a highball glass with ice.
 Add splash sugar syrup.
 Garnish with an orange slice."
TITLE:  PAC MAN,"DESCRIPTION: The  drink  of  choice  for  video  game  addicts  who  want  to
keep their edge over Inky, Blinky, and the gang.

Dash bitters
Dash grenadine
Splash lemon juice
Ginger ale","DIRECTIONS:  Add bitters, grenadine, and lemon juice in a high-ball glass with ice.

 Stir.
 Fill with ginger ale.
 Garnish with an orange slice.

 PIÑA COLADA

A great drink for prom night or the grad party.

1 ounce pineapple juice
3 or 4 pineapple chunks
1 ounce cream of coconut
1 teaspoon orange juice
1 tablespoon cream
3 ounces ice

 Add pineapple juice, pineapple chunks, cream of

coconut, orange juice, cream, and ice into a blender.

 Blend until smooth.
 Pour into a goblet or large wine glass.
 Garnish with a pineapple wedge and cherry."
TITLE:  ROSY PIPPIN,DESCRIPTION: ,"DIRECTIONS:  Pour lime juice and bitters into a collins glass

with ice.

 Fill with ginger ale.
 Garnish with a spiraled lemon peel and a cherry.

 ROSY PIPPIN

Looking for complete fulfillment like Pippin? Here it is.

4 ounces apple juice
Splash grenadine
Splash sour mix
Ginger ale

 Fill cocktail shaker with ice.
 Add apple juice, grenadine, and sour mix.
 Shake.
 Strain into a highball glass with ice.
 Fill with ginger ale.
 Garnish with an apple slice."
TITLE:  ROY ROGERS,"DESCRIPTION: Happy Trails—No Hangovers.

Cola soda
Splash grenadine","DIRECTIONS:  Fill a highball glass with ice.
 Add soda.
 Splash with grenadine.
 Garnish with a flag."
TITLE:  SAGINAW SNOOZE,"DESCRIPTION: A sweet warm send-off to never-never land.

3 ounces apple juice
3 ounces cranberry juice
1 teaspoon honey","DIRECTIONS:  Pour juices into a large heat-resistant mug.
 Heat for 1 minute in microwave.
 Stir in honey.
 Garnish with a lemon slice and a cinnamon stick."
TITLE:  SAN FRANCISCO,"DESCRIPTION: Take this one with you on the cable cars. No brown paper
bag necessary.

One part pineapple juice
One part orange juice
One part grapefruit juice
One part sour mix
2 dashes grenadine
Club soda","DIRECTIONS:  Fill cocktail shaker with ice.
 Add juices, sour mix, and grenadine.
 Shake.
 Strain into a goblet.
 Top with soda."
TITLE:  SONOMA NOUVEAU,"DESCRIPTION: Taste the wine country while you drive up the coast.

5 ounces alcohol-free white wine
Club soda 
Cranberry juice","DIRECTIONS:  Pour wine in a highball glass with ice.
 Splash soda until glass is almost full.
 Float cranberry juice.
 Garnish with a lime twist."
TITLE:  STRAWBERRY COLADA,"DESCRIPTION: A sweet twist  on  the  classic  for  long, sultry  summer
nights.

2 ounces fresh or frounceen strawberries
1 ounce cream of coconut
2 ounces pineapple juice
2 ounces crushed ice","DIRECTIONS:  Pour strawberries, cream of coconut, pineapple

juice, and ice into a blender.

 Blend until smooth on medium speed for about 15

seconds.

 Serve in a hurricane glass.
 Garnish with strawberries and a pineapple chunk."
TITLE:  STRAWBERRY DAIQUIRI,"DESCRIPTION: Hemingway would not approve. But your mother would.

3 ounces fresh or frounceen strawberries
Splash sour mix
Dash grenadine
2 ounces ice","DIRECTIONS:  Pour strawberries, sour mix, grenadine, and ice

into a blender.

 Blend until smooth on medium speed for about 15

seconds.

 Serve in a hurricane glass.
 Garnish with strawberries."
TITLE:  SUNSET COOLER,"DESCRIPTION: Make a pitcher in the RV. Pull over and watch the sun fade
over the horizon.

4 ounces cranberry juice
2 1/2 ounces orange juice
Splash lemon juice
Splash ginger ale
3 ounces ice","DIRECTIONS:  Add juices with ice into a blender.
 Blend until smooth on low speed.
 Pour into a hurricane glass.
 Top with ginger ale.
 Garnish with an orange slice."
TITLE:  TOMATO COOLER,"DESCRIPTION: Gym rats can’t get enough of these thirst quenchers.

7 ounces chilled tomato juice
Splash lemon juice
Tonic water ","DIRECTIONS:  Pour juices into a highball glass with ice.
 Top with tonic water.
 Garnish with a lemon wedge and a celery stalk."
TITLE:  TRANSFUSION,"DESCRIPTION: No needle required, so even the squeamish can enjoy this
one.

3 ounces grape juice
6 ounces ginger ale
Splash lime juice","DIRECTIONS:  Combine grape juice and ginger ale in a collins

glass with ice.

 Splash with lime juice.
 Garnish with a lime wedge"
TITLE:  VIRGIN MARY,"DESCRIPTION: Ave Maria! This one is tasty.

6 ounces tomato juice
Dash Worcestershire sauce
Dash Tabasco sauce
Dash salt
Dash pepper
Celery salt to taste","DIRECTIONS:  Pour juice into a tall glass or beer mug with ice.
 Add Worcestershire sauce, Tabasco sauce, salt,

pepper, and celery salt.

 Stir.
 Garnish with a celery stalk and lime wedge."
TITLE:  FIVE ALIVE,"DESCRIPTION: Hey Sleepyhead, awaken your five senses! 

1 ounce chilled ginger ale
Orange juice
Club soda
Chilled lemon-lime soda
5 to 6 drops grenadine","DIRECTIONS:  Pour ginger ale into a pilsner glass.
 Add one ice cube.
 Pour orange juice until glass is half full.
 Add equal amounts of club and lemon-lime soda.
 Add grenadine syrup.
 Garnish with a lime slice."
TITLE:  PEACHY SUNSET ,"DESCRIPTION: As keen as they come.

1 ounce chilled peach crush
Juice from three lime wedges
Lemonade
3–5 drops grenadine syrup","DIRECTIONS:  Pour the peach crush into an old-fashioned glass.
 Add one ice cube and lime juice.
 Fill with lemonade.
 Add grenadine.
 Garnish with a cherry."
TITLE:  ICY BLUSH,DESCRIPTION: ,"DIRECTIONS:  Pour the khus syrup into an old-fashioned glass.
 Add one ice cube.
 Pour in pineapple juice.
 Add club soda slowly.
 Drop lime wedge.
 Decorate with a pineapple slice.

 ICY BLUSH

The  perfect  gift  for  rosy-cheeked  lasses  on  their  sweet
sixteenth.

1 ounce strawberry crush
Lemon-lime soda
1 ice cube
Juice from 1/2 lime

 Pour strawberry crush in an old-fashioned glass.
 Top with lemon-lime soda
 Add lime juice.
 Garnish with lime slice."
TITLE:  BAMBINO BELLINI,"DESCRIPTION: For toasting the arrival of newborns. Mix one up for the
mom-to-be at her baby shower.

2 ounces peach nectar 
1 ounce lemon juice
Chilled sparkling cider ","DIRECTIONS:  Pour the peach nectar and lemon juice into a

chilled champagne flute.

 Stir.
 Fill with cider.
 Stir gently."
TITLE:  STARRY STARRY NIGHT ,"DESCRIPTION: A jug of this, a telescope, and you.

4 ounces papaya juice 
2 ounces pineapple juice 
4 ounces ginger ale 
Sugar","DIRECTIONS:  Pour juices and ginger ale into a sugar-rimmed tall

glass with ice.

 Stir.
 Garnish with star fruit."
TITLE:  METROPOLIS,"DESCRIPTION: The Daily Planet’s deadline drink. Even Clark Kent gets
thirsty sometimes.

2 ounces raspberry syrup
2 cups lemonade ","DIRECTIONS:  Fill 24-ounce cocktail shaker with ice.
 Add raspberry syrup and lemonade.
 Shake.
 Strain into martini glasses.
 Garnish with lemon twists.
(Serves 6)"
TITLE:  MAI TAI MOCKTAIL ,"DESCRIPTION: Mmmm. Mai Tai have another?

1 ounce vanilla syrup 
1/2 ounce almond syrup 
3 ounces orange juice
2 ounces cranberry juice","DIRECTIONS:  Pour syrups and juices into a highball glass with

ice.
 Stir.
 Garnish with an orange slice and a cherry."
TITLE:  VIRGIN LEMON DROP ,"DESCRIPTION: Give the sourpusses a taste of their own medicine.

1 1/4 ounces lemon syrup 
2 1/2 ounces club soda 
1/4 ounce lemon juice 
Sugar","DIRECTIONS:  Fill cocktail shaker with ice.
 Add lemon syrup, club soda, and lemon juice.
 Shake.
 Strain into a sugar-rimmed martini glass.
 Garnish with a lemon twist."
TITLE:  MOONLIGHT COCKTAIL,"DESCRIPTION: Bring these along for a night of stargazing.

6 ounces grapefruit juice
Dash grenadine","DIRECTIONS:  Fill cocktail shaker with ice.
 Add grapefruit juice and grenadine.
 Shake.
 Pour into an old-fashioned glass."
"TITLE:  BLACKBERRY LEMON

FUSION","DESCRIPTION: Dr. Oppenheimer would be proud.

1 ounce blackberry syrup
Juice of 1 lemon
Cold club soda","DIRECTIONS:  Combine blackberry syrup and lemon in a tall

glass.

 Add ice.
 Fill with club soda."
"TITLE:  RASPBERRY LEMON

FUSION","DESCRIPTION: An explosion of flavor with none of the fallout.

1 ounce raspberry syrup
Juice of 1 lemon
Cold club soda","DIRECTIONS:  Combine raspberry syrup and lemon in a tall glass.
 Add ice.
 Fill with club soda."
TITLE:  SANGREETA,"DESCRIPTION: Greet your guests with a goblet of this little number.

1 1/2 tablespoons grenadine
2 tablespoons lime juice
12 ounces orange juice
Tabasco sauce to taste","DIRECTIONS:  Fill cocktail shaker with ice.
 Add grenadine, lime juice, orange juice, and

Tabasco sauce.

 Shake.
 Strain into a goblet.
 Garnish with lime wedges."
TITLE:  AFTERGLOW,"DESCRIPTION: A peaceful, easy feeling.

1 ounce grenadine
4 ounces orange juice
4 ounces pineapple juice","DIRECTIONS:  Pour grenadine and juices into a cocktail shaker.
 Mix.
 Pour into a highball glass with ice.
 Garnish with a pineapple chunk."
TITLE:  BATMAN ,"DESCRIPTION: Holy Mocktails, Batman! Make mine a double!

6 ounces orange juice 
1/2 teaspoon grenadine ","DIRECTIONS:  Pour  the  juice  and  grenadine  into  a  tall  glass
almost filled with ice cubes.
 Stir well.
 Garnish with an orange slice."
TITLE:  LEMON FIN,"DESCRIPTION: Just  when  you  thought  it  was  safe  to  go  back  in  the
water…it is!

Club soda
2 to 3 teaspoons powdered sugar
1 ounce lemon juice","DIRECTIONS:  Fill a highball glass halfway with ice.
 Pour club soda stopping an inch from the top.
 Add powdered sugar and lemon juice.
 Stir well.
 Garnish with lemon slice."
TITLE:  TEMPERANCE TANTRUM,"DESCRIPTION: Serve these at the next meeting of the Anti-Saloon League.

3 ounces cranberry juice
2 ounces orange juice
Squeeze lemon
Ginger ale
2 ounces ice","DIRECTIONS:  Pour juices in a blender with ice.
 Blend until smooth.
 Top with the ginger ale.
 Garnish with a red chili pepper."
TITLE:  BIG PANTS,"DESCRIPTION: Having  a  pity  party  because  your  date  laughed  at  your
oversized bloomers? This one will drive you to the edge of
reason.

One part orange juice
One part mango juice
Ginger ale
Dash grenadine","DIRECTIONS:  Pour equal parts orange and mango juices into a

highball glass with crushed ice.

 Top with ginger ale.
 Add grenadine.
 Garnish with a slice of lime or a cherry."
TITLE:  MISTER DARCY ,"DESCRIPTION: Best consumed while wearing a hideous holiday jumper.

4 ounces orange juice
1 peach or nectarine
Dash grenadine
3 ounces ice","DIRECTIONS:  Pour juice, fruit, and grenadine in a blender with

ice.

 Blend until smooth."
TITLE:  STARFRUIT SPRITZER,"DESCRIPTION: Mix  these  up  and  win  the  approval  of  your  teetotaling
future mother-in-law.

3 ounces mango juice
3 ounces peach juice
Club soda","DIRECTIONS:  Fill a cocktail glass with crushed ice.
 Add juices.
 Top with club soda.
 Stir.
 Garnish with a star fruit."
TITLE:  ENGLISH AFTERNOON,DESCRIPTION: ,"DIRECTIONS:  Fill cocktail shaker with ice.
 Add juices and grenadine.
 Shake.
 Strain into highball glass filled with ice.
 Garnish with fresh kiwi.

 ENGLISH AFTERNOON

Ideal take away for your journey down the Thames.

4 ounces iced tea
4 ounces raspberry juice

 Fill a tall glass with ice.
 Add iced tea and raspberry juice.
 Stir.
 Garnish with fresh lemon and raspberries."
TITLE:  CHERRY ALE,"DESCRIPTION: Like  a  night  at  the  drive-in, but  no  need  to  strap  on  the
roller skates.

2 ounces cherry juice
1 ounce lime juice
Ginger ale","DIRECTIONS:  Fill a juice glass with ice.
 Add cherry and lime juices.
 Top with ginger ale.
 Garnish with a lime wheel or cherries."
"TITLE:  VIENNA COLD NIGHT

SOOTHER","DESCRIPTION: Like a pleasant stroll along the Danube. Freud would be
envious.

4 ounces cold strong coffee
2 ounces cream
1/4 ounce chocolate syrup
1/2 teaspoon cinnamon","DIRECTIONS:  Fill cocktail shaker with ice.
 Add coffee, cream, chocolate syrup, and cinnamon.
 Shake.
 Strain into a tumbler.
 Top with whipped cream and shaved chocolate."
TITLE:  SUPPER SIPPER,"DESCRIPTION: Give this to Dad while he’s slaving over the grill. He may
raise your allowance.

3 ounces grape juice
3 ounces lemonade
Sparkling water","DIRECTIONS:  Pour grape juice and lemonade into a goblet with

ice.

 Top with sparkling water.
 Garnish with a lemon wheel."
TITLE:  BERRY HAPPY,"DESCRIPTION: A berry frothy treat for those who have been berry good to
you.

2 scoops vanilla ice cream
2 ounces fresh blueberries
2 ounces fresh raspberries
2 ounces strawberries
1/2 cup milk","DIRECTIONS:  Put vanilla ice cream, blueberries, raspberries,

strawberries, and milk in a blender.

 Blend thoroughly.
 Pour into a tumbler or a large cocktail glass.
 Top with fresh berries."
"TITLE:  SOFT BUCKET OF 

BUNNIES",DESCRIPTION: ,"DIRECTIONS:  Fill a celery-salted rimmed double old-fashioned

glass with ice.

 Add Worcestershire sauce, Tabasco, lime juice,

and horseradish.

 Top with Clamato juice.
 Stir.
 Garnish with a celery stalk and a cherry tomato.

 SOFT BUCKET OF 

BUNNIES

Don’t you just want to dive in?

1/2 ounce grenadine
3 ounces milk

 Fill cocktail shaker with ice.
 Add grenadine and milk.
 Shake.
 Strain into cocktail glass.
 Top with whipped cream."
TITLE:  PUSSY FOOT,"DESCRIPTION: Guaranteed to make you land on your feet.

1/3 ounce grenadine
1 1/3 ounces pineapple juice
1 1/3 ounces orange juice
1 1/3 ounces grapefruit juice","DIRECTIONS:  Fill cocktail shaker with ice.
 Add grenadine and juices.
 Shake.
 Strain into cocktail glass."
TITLE:  ORANGE JULIA,"DESCRIPTION: Orange juice: It’s not just for breakfast anyone.

2 cups milk 
1 can unsweetened orange juice concentrate 
1 teaspoon vanilla 
10 crushed ice cubes","DIRECTIONS:  Pour all ingredients into a blender.
 Blend on medium speed for 30 seconds.
 Pour into champagne tulips.
(Serves 5)"
TITLE:  CITRUS COLLINS,"DESCRIPTION: Tom, John, Vodka, Rum, and Mint’s baby cousin.

2 ounces orange juice
1 ounce lemon juice
1 ounce sugar syrup
Club soda","DIRECTIONS:  Pour juices and sugar syrup in a highball glass

with ice.

 Fill with club soda.
 Garnish with an orange slice or a cherry."
TITLE:  PERSIAN POEM,"DESCRIPTION: A sweet, fruity ode to temperance.

1/2 cup frounceen or fresh raspberries
1/2 cup frounceen or fresh sliced peaches
2 tablespoons honey
2 teaspoons lemon juice
2 teaspoons grenadine 
6 1/2 ounces chilled Perrier water","DIRECTIONS:  Put fruit, honey, lemon juice, grenadine, and 2

ounces of Perrier water into a blender.

 Blend until smooth.
 Pour into goblets.
 Add remaining Perrier.
 Garnish with a few raspberries.
(Serves 2)"
TITLE:  MOON WALKER,"DESCRIPTION: Put on your zippered jacket, grab a glass of this, and walk
backwards. Come on, you can do it.

5 teaspoons vanilla essence
1/2 cup milk
1 banana
1 teaspoon honey
1 tablespoon yogurt","DIRECTIONS:  Pour vanilla, milk, banana, honey, and yogurt into

a blender.

 Blend until smooth.
 Pour into a highball glass."
TITLE:  CINDERELLA,"DESCRIPTION: Here’s a secret: this was in the punch bowl at the Princess’
Royal Ball.

One part pineapple juice
One part orange juice
One part lemon juice
Splash club soda
Splash grenadine","DIRECTIONS:  Fill cocktail shaker with ice.
 Add juices.
 Shake.
 Strain into a highball glass with ice.
 Top with club soda.
 Splash with grenadine.
 Garnish with orange and lemon slices, and a

cherry."
TITLE:  COCONUT PAW PAW,"DESCRIPTION: A popular drink way down yonder in the paw paw patch.

1/2 small paw paw
4 ounces chilled coconut milk
1/2 ounce lime juice
1 teaspoon honey or raw sugar","DIRECTIONS:  Peel and chop the paw paw.
 Pour coconut milk, lime juice, and honey in a

blender.

 Add the paw paw.
 Blend until smooth on medium speed.
 Pour into a cocktail glass.
 Garnish with paw paw, strawberries, and mint."
TITLE:  BANSHEE DELIGHT ,"DESCRIPTION: This one will certainly make you wail with glee.

1/2 ounce chocolate syrup 
2 inch slice of banana 
2 ounces cream 
3 ounces ice","DIRECTIONS:  Pour chocolate syrup, banana, cream, and ice into

the blender.

 Blend for 15 seconds on medium speed.
 Pour into a parfait glass.
 Dust with nutmeg."
TITLE:  CARIBBEAN FLING ,"DESCRIPTION: You, that special someone, and seven days with no phones
or faxes.

2 ounces unsweetened orange juice
1/2 medium banana 
2 ounces unsweetened pineapple juice
2 ounces ice ","DIRECTIONS:  Put the banana, orange juice, pineapple juice, and

ice into a blender.

 Blend for 5–10 seconds or until smooth.
 Pour into a highball glass.
 Garnish with banana and orange slices and

coconut flakes."
TITLE:  MEXICAN SUNRISE ,"DESCRIPTION: It’s 6 a.m. in Guadalajara and the whole day awaits you.

6 ounces chilled orange juice 
1/2 ounce grenadine ","DIRECTIONS:  Pour orange juice into a highball glass with ice.
 Top with grenadine."
TITLE:  GINGER HONEY DRINK,"DESCRIPTION: Sticky and sweet. Indulge in this gooey treat.

1 tablespoon ginger extract
1 tablespoon honey
1 tablespoon sugar syrup 
1 teaspoon lemon juice
Pinch of salt
8 ounces club soda","DIRECTIONS:  Pour all ingredients into a cocktail shaker.
 Beat with an electric beater until frothy.
 Pour into a highball glass."
TITLE:  CENTER COURT,"DESCRIPTION: Serve with love on a grass court.

1/2 pound fresh strawberries, stems removed
1/2 pint sweet cream
2 teaspoons powdered sugar
1/2 teaspoon powdered ginger
Club soda","DIRECTIONS:  Combine strawberries, sweet cream, sugar, and

ginger in a blender.

 Blend well.
 Pour into a pitcher.
 Add club soda and ice cubes.
 Stir."
TITLE:  DRY GRAPE VINE,"DESCRIPTION: For when you are getting no gossip at all.

2 ounces grape juice
1 ounce lemon juice
Dash grenadine","DIRECTIONS:  Fill a cocktail shaker with ice.
 Add juices and grenadine.
 Shake.
 Strain into a chilled cocktail glass.

 NO-GIN FIZZ 

Ebullient effervescent elixir.

4 ounces lemon juice
1 ounce lime juice
1 tablespoon powdered sugar
Club soda

 Pour juices and sugar into a collins glass with ice.
 Stir until sugar is dissolved.
 Fill with club soda.
 Garnish with a lime wedge."
TITLE:  ORANGE FIZZ,"DESCRIPTION: A citrus circus in every sip.

5 ounces orange juice
1 ounce sour mix
Club soda","DIRECTIONS:  Pour orange juice and sour mix into a collins

glass with ice.

 Top with club soda."
TITLE:  ORANGE AND BITTERS,"DESCRIPTION: Simple  and  delicious. Sometimes  life  doesn’t  have  to  be
complicated.

Orange juice
2 to 3 dashes Angostura bitters","DIRECTIONS:  Pour orange juice and bitters into a highball glass

with ice.

 Stir."
TITLE:  SHIRLEY TEMPLE,"DESCRIPTION: For those voyages on the good ship lollipop.

Dash grenadine
Ginger ale","DIRECTIONS:  Fill a collins glass with ice.
 Add grenadine.
 Fill with ginger ale.
 Garnish with a cherry and an orange slice."
"TITLE:  SAFE SEX ON THE

BEACH","DESCRIPTION: Condom maven Joycelyn Elders would be proud.

1 ounce peach nectar
3 ounces pineapple juice (or grapefruit juice)
3 ounces orange juice","DIRECTIONS:  Pour peach nectar, pineapple juice (or grapefruit
juice), and orange juice into a highball glass with
ice.
 Stir."
TITLE:  SOBER THOUGHTS,"DESCRIPTION: The on-top-of-your-game drink of choice for debate teams
and chess clubs everywhere.

3 ounces orange juice
3 ounces fresh lime juice
1 tablespoon grenadine
Tonic water","DIRECTIONS:  Pour juices and grenadine into a highball glass

with ice.

 Stir.
 Fill with tonic water."
"TITLE:  MUTED TEQUILA 

SUNSET","DESCRIPTION: Picture perfect every day at six.

2 ounces orange juice
1 tablespoon grenadine","DIRECTIONS:  Pour orange juice into a rocks glass with ice.
 Slowly add grenadine by pouring over the back of

a spoon.

 Let grenadine rise from the bottom of the glass."
TITLE:  EGG CREAM,"DESCRIPTION: Which came first? The chicken or the egg cream?

1 1/2 ounces chocolate syrup
Cold milk
Seltzer","DIRECTIONS:  Pour chocolate syrup into a highball glass.
 Fill 2/3 with milk.
 Top with seltzer.
 Stir."
TITLE:  BUBBLETART,"DESCRIPTION: Relax in a steamy tub with this refresher. The more bub-
bles the merrier.

3 ounces cranberry juice
1 ounce lime juice
3 ounces mineral water","DIRECTIONS:  Fill cocktail shaker with ice.
 Add juices and mineral water.
 Shake.
 Strain into a highball glass with ice.
 Fill with mineral water.
 Garnish with a lime wheel."
TITLE:  CREAMSICLE,DESCRIPTION: ,"DIRECTIONS:  Fill cocktail shaker with ice.
 Add juices and grenadine.
 Shake.
 Strain into an old-fashioned glass almost filled

with ice.

 Garnish with a lime slice.

 CREAMSICLE

Yummy. You’ll  want  to  gobble  this  one  up  whole, but
beware of the brain freeze.

8 ounces orange juice
2 scoops vanilla ice cream

 Put orange juice and vanilla ice cream in blender.
 Blend at low speed.
 Pour into highball glass.
 Garnish with orange slice."
TITLE:  INNOCENT PASSION,"DESCRIPTION: Abstinence never tasted so good.

4 ounces passion fruit juice
Dash cranberry juice
Dash lemon juice
Club soda","DIRECTIONS:  Pour juices into a highball glass filled with ice.
 Top with club soda.
 Add a cherry and a long straw."
TITLE:  LAVA FLOW,"DESCRIPTION: The word “volcano” derives from Vulcan, the Roman god of
fire. This is what he drank on his more mellow days.

4 ounces light cream
1/2 ounce coconut cream
3 ounces pineapple juice
1/2 banana
1/2 cup frounceen strawberries, thawed","DIRECTIONS:  Pour light cream, coconut cream, pineapple juice,

and banana into a blender with ice.

 Blend until smooth.
 Put strawberries in the bottom of a parfait glass.
 Quickly pour in fruit and cream mixture for a

starburst effect."
TITLE:  PEACH MELBA,"DESCRIPTION: A classic British dessert—in a glass.

8 ounces peach nectar
2 scoop vanilla ice cream
1/2 peach, sliced
3 ounces ripe raspberries","DIRECTIONS:  Put ingredients in a blender.
 Blend at low speed until smooth.
 Pour in a highball glass.
 Garnish with raspberries."
"TITLE:  BLACKBERRY SOFT

DRINK","DESCRIPTION: Teach the kiddies to make this one by themselves.

4 ounces ripe blackberries
1 ounce sugar
1 tablespoon lemon juice
Club soda","DIRECTIONS:  Mix blackberries, sugar, and lemon juice in a

cocktail shaker.

 Strain into a highball glass.
 Fill with club soda.
 Garnish with a blackberry."
TITLE:  CARLOTA,"DESCRIPTION: A glassful of garden fresh goodness.

1 1/2 ounces celery juice
1 1/2 ounces carrot juice
1 1/2 ounces apple juice
Dash lemon juice","DIRECTIONS:  Pour juices into a highball glass with ice.
 Stir.
 Top with chopped parsley."
TITLE:  FLORIDA,"DESCRIPTION: A more exotic recommendation for getting your Vitamin C.

2 ounces grapefruit juice
1 ounce orange juice
1 ounce lemon juice
2 dashes sugar syrup
Club soda","DIRECTIONS:  Fill cocktail shaker with ice.
 Add juices and sugar syrup.
 Shake.
 Strain into a highball glass.
 Top with club soda."
TITLE:  TEXAS BBQ,"DESCRIPTION: Hang on, cowboy. This bold beverage is liable to provide a
much-needed spicy kick.

Lime juice
Cajun spices
Dash of Worcestershire sauce
6 ounces tomato juice
2 teaspoons barbecue sauce
Lime wedge","DIRECTIONS:  With lime juice, rim a highball glass with cajun

spices.

 Fill halfway with ice.
 Add Worcestershire sauce, tomato juice, barbecue

sauce, and lime wedge.

 Stir.
 Garnish with a lime wedge.

 SUE ELLEN’S NIGHTMARE

Much to Mrs. Ewing’s dismay, she’ll have to face this one
sober.

One part passion fruit juice
One part grapefruit juice
One part guava banana juice

 Fill cocktail shaker with ice.
 Add juices.
 Shake.
 Strain into an old-fashioned glass.
 Garnish with lime wedges."
TITLE:  VIRGIN HURRICANE,"DESCRIPTION: Rank: Category 1. No need to take cover with this storm.

4 ounces orange juice
4 ounces sour mix
3/4 ounce passion fruit syrup
Dash grenadine","DIRECTIONS:  Build orange juice, sour mix, passion fruit syrup,

and grenadine into a highball glass with ice.

 Stir.
 Garnish with a lime slice."
TITLE:  VIRGIN SEABREEZE,"DESCRIPTION: A gentle lilting lift of fresh air.

3 ounces cranberry juice
3 ounces grapefruit juice","DIRECTIONS:  Fill cocktail shaker with ice.
 Add juices.
 Shake.
 Strain into a highball glass packed with ice."
TITLE:  LITTLE PINKIE,"DESCRIPTION: Whip  him  up  one  of  these  and  he’ll  be  wrapped  around
your little finger.

3 ounces orange juice
3 ounces sour mix
3/4 ounce peach syrup
Dash grenadine","DIRECTIONS:  Build ingredients in a highball glass with ice.
 Garnish with an orange slice and a cherry."
TITLE:  CHAPALA,"DESCRIPTION: Spicy and spirited for those who like a smidgen of spice.

4 ounces orange juice
2 teaspoons grenadine
Dash salt
Dash cayenne pepper","DIRECTIONS:  Fill cocktail shaker with ice.
 Add orange juice, grenadine, salt, and cayenne

pepper.
 Shake.
 Strain into a highball glass over ice."
TITLE:  ORANGE SMILE,"DESCRIPTION: Even when breakfast comes too early, this one will make
you grin.

1 egg
1 tablespoon grenadine
2 ounces orange juice","DIRECTIONS:  Fill cocktail shaker with three ice cubes.
 Add egg, grenadine, and orange juice.
 Shake.
 Strain into a cocktail glass.

 KON-TIKI

In the book of the same name, a biologist traveled thou-
sands of miles across the Pacific Ocean on a wooden raft
dubbed Kon-Tiki. Lucky for you, this Kon-Tiki crossing is
only as far as the kitchen.

4 ounces milk
3/4 ounce pineapple juice
1 scoop orange ice cream
1/4 teaspoon vanilla
Cola 

 Fill cocktail shaker with ice.
 Add milk, pineapple juice, orange ice cream, and

vanilla.
 Shake.
 Strain into a highball glass.
 Top with cola.
 Garnish with a chunk of pineapple."
TITLE:  GRAPEFRUIT BLAST,"DESCRIPTION: We have lift off!

2 ounces grapefruit juice
2 ounces orange juice
2 ounces sour mix","DIRECTIONS:  Fill cocktail shaker with ice.
 Add juices and sour mix.
 Shake.
 Pour into a highball glass.
 Garnish with an orange slice.

 CAFÉ MOCHA

Mochalicious. A caffeine chocolate jolt for any Swiss miss.

4 ounces strong hot black coffee
4 ounces hot chocolate

 Pour coffee and hot chocolate into a large mug.
 Top with whipped cream.
 Dust with cinnamon and nutmeg."
TITLE:  JOHNNY APPLESEED,"DESCRIPTION: Drink one. Plant a tree. Repeat often.

2 ounces apple juice
2 scoops vanilla ice cream
Splash of orange juice
Splash of club soda","DIRECTIONS:  Blend juices, vanilla ice cream, and club soda in a

blender until smooth.

 Pour into a champagne flute."
TITLE:  TOOTS,"DESCRIPTION: One taste of this and you’ll want to down the rest tout de
suite.

1 scoop orange sherbet
1 scoop chocolate ice cream
2 ounces orange soda","DIRECTIONS:  Blend sherbet, chocolate ice cream, and orange

soda until smooth.
 Pour into a tumbler.
 Top with whipped cream.
 Garnish with an orange wedge."
"TITLE:  STRAWBERRY 
WONDERLAND","DESCRIPTION: Strawberry fields forever and ever and ever.

1 ounce coconut cream
2 ounces frounceen strawberries
3 ounces pineapple juice
1 ounce sour mix
2 ounces ice","DIRECTIONS:  Add coconut cream, strawberries, pineapple, sour

mix, and ice.

 Blend until smooth.
 Pour into a large brandy snifter.
 Top with whipped cream.
 Garnish with a strawberry."
